Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
1950200.00 123583.109 6248.04004 17022.9434 4284.41211 32568.4043 2917.71460 1560.57361 -18.1120987 54.5914497 -248.467361
1950400.00 123583.109 6264.02393 16828.4434 4206.66504 32324.9668 2835.68628 1562.97778 -18.1120987 56.2904968 -248.289459
1950600.00 123583.109 6643.31104 17037.2871 4202.48438 33213.2305 2765.21069 1627.84277 -18.1120987 56.4128075 -246.981827
1950800.00 123583.109 7260.88672 17065.8340 4432.56348 34584.9336 2950.45068 1681.49109 -18.1120987 50.3113899 -249.689575
1951000.00 123583.109 6471.17480 16942.7344 4129.58057 32735.5273 2765.19214 1568.52942 -18.1120987 47.8226814 -251.963974
1951200.00 123583.109 6843.62158 17018.3066 4122.16797 33474.9609 2692.16309 1626.99561 -18.1120987 51.9861488 -248.976761
1951400.00 123583.109 5126.86328 17066.4902 4375.80127 30682.6074 2966.45068 1603.52234 -18.1120987 54.9727020 -249.144318
1951600.00 123583.109 6181.38721 16928.2480 4577.15723 32646.3242 3124.15552 1657.61731 -18.1120987 49.0712395 -253.686478
1951800.00 123583.109 7106.36963 17114.8164 3981.65771 33904.5195 2575.58276 1617.28259 -18.1120987 45.0822792 -256.289795
1952000.00 123583.109 6930.07520 17195.7734 4359.05859 34045.1367 2956.08740 1616.85059 -18.1120987 43.1397514 -257.019470
1952200.00 123583.109 7306.24756 17024.5664 4461.30078 34654.1562 2958.95996 1712.96753 -18.1120987 46.6264191 -257.252808
1952400.00 123583.109 6281.82568 16935.1445 4130.48877 32387.5742 2786.95288 1549.33826 -18.1120987 50.1189461 -255.921143
1952600.00 123583.109 7052.09717 16730.5625 4462.87500 33903.6641 2938.59814 1732.85535 -18.1120987 47.5835495 -256.162048
1952800.00 123583.109 6450.25732 17058.5977 4480.60791 33164.7188 3029.46924 1654.58594 -18.1120987 50.5749016 -254.022202
1953000.00 123583.109 5926.15527 16907.5664 4352.61475 31941.0859 2933.79346 1618.12415 -18.1120987 53.4727936 -252.775421
1953200.00 123583.109 5981.50439 16892.8203 4384.28418 32057.7676 2997.46167 1594.84802 -18.1120987 49.4007683 -257.426208
1953400.00 123583.109 6627.47510 17180.2812 4486.65039 33611.8477 3010.45801 1695.21875 -18.1120987 42.0580406 -261.084320
1953600.00 123583.109 6088.00195 17019.7949 4169.51562 32161.9160 2815.72974 1569.55200 -18.1120987 44.3103828 -260.076294
1953800.00 123583.109 7349.45703 16817.3125 4481.55127 34545.0312 3013.35742 1679.60938 -18.1120987 45.6533661 -257.068634
1954000.00 123583.109 7392.49414 16991.1035 4566.14551 34880.9844 3036.97900 1733.69360 -18.1120987 49.2030945 -253.730377
1954200.00 123583.109 6113.96240 17197.5820 4536.27783 32753.2559 3154.49731 1584.14514 -18.1120987 50.8509598 -253.215683
1954400.00 123583.109 7236.51367 16862.1758 4437.23682 34342.0195 2958.69434 1683.02161 -18.1120987 48.8735428 -253.352921
1954600.00 123583.109 6025.57178 17142.6738 4575.91016 32578.6699 3037.94238 1736.65515 -18.1120987 53.2853584 -251.972977
