Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
1850200.00 127409.469 5452.96973 17045.6582 4152.35986 31330.3828 3055.52246 1284.02917 -17.5681572 56.2870712 -243.478806
1850400.00 127409.469 5663.10059 17003.7812 4051.18188 31577.7754 3034.05737 1211.06201 -17.5681572 50.6481667 -244.585770
1850600.00 127409.469 5816.62891 16956.1621 3984.22290 31748.4766 2938.72070 1237.22449 -17.5681572 53.2751770 -244.997650
1850800.00 127409.469 5578.32471 16887.0859 4099.85254 31352.2266 3065.69678 1222.89355 -17.5681572 53.7088852 -242.446594
1851000.00 127409.469 5257.68018 16942.0078 3924.46753 30635.9629 2899.75073 1210.40906 -17.5681572 55.0365753 -240.728897
1851200.00 127409.469 4702.80762 16966.8555 3824.52515 29529.8379 2759.50000 1248.15967 -17.5681572 58.0058060 -241.140228
1851400.00 127409.469 6069.23877 17107.2305 4119.93750 32504.6406 3035.93359 1267.52295 -17.5681572 57.8967361 -241.415695
1851600.00 127409.469 4652.19922 16995.7305 3939.27026 29579.4219 2932.51440 1193.13867 -17.5681572 55.5151978 -241.898026
1851800.00 127409.469 4387.66748 17132.4844 3849.84595 29135.2148 2855.23267 1179.86975 -17.5681572 56.2625694 -241.518951
1852000.00 127409.469 5624.60840 17110.7949 3903.56763 31465.6523 2906.34692 1191.33069 -17.5681572 50.1913338 -244.301407
1852200.00 127409.469 5782.12256 17394.0527 3848.90332 31986.9297 2853.36206 1189.24915 -17.5681572 50.8894424 -244.597397
1852400.00 127409.469 4605.16992 16857.8301 3911.24072 29326.1035 2921.98608 1178.76904 -17.5681572 53.7430000 -243.257294
1852600.00 127409.469 4769.18848 16983.6504 3968.47705 29813.9316 2960.36108 1200.09863 -17.5681572 51.7503090 -243.732895
1852800.00 127409.469 3393.83740 16805.5664 4218.04053 27329.8184 3293.20605 1119.69617 -17.5681572 48.5011749 -243.362747
1853000.00 127409.469 5025.87451 17087.2051 3815.07422 30241.0410 2853.52002 1152.18726 -17.5681572 51.5529518 -242.185928
1853200.00 127409.469 6704.62744 17034.6562 4154.91846 33647.6875 3123.97485 1219.53369 -17.5681572 53.0793343 -241.669556
1853400.00 127409.469 5618.23096 17228.6719 3713.03979 31381.1523 2724.72119 1178.14417 -17.5681572 51.0597115 -240.885345
1853600.00 127409.469 5219.96680 16924.2148 3862.15674 30485.7812 2889.85034 1159.07263 -17.5681572 54.4404030 -241.206589
1853800.00 127409.469 5640.98145 17172.5293 3870.98633 31525.2305 2844.42578 1221.78760 -17.5681572 48.5549622 -243.781845
1854000.00 127409.469 4497.42676 16986.8047 3947.60596 29291.2422 2984.91870 1160.49951 -17.5681572 47.7626534 -245.574966
1854200.00 127409.469 5511.46045 16884.5215 3653.73779 30779.3047 2644.50610 1202.18323 -17.5681572 52.1469803 -245.098419
