Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
2000200.00 131314.016 4292.68213 17175.4395 3751.27563 29147.5469 2884.49951 1053.63855 -17.0457783 52.2644196 -239.126877
2000400.00 131314.016 5372.89014 17040.2188 3806.59302 31136.3262 2957.52808 1037.46790 -17.0457783 51.3332329 -239.736404
2000600.00 131314.016 4300.66064 17164.0801 3450.52759 28850.7188 2592.26172 1048.54834 -17.0457783 49.2610741 -239.543610
2000800.00 131314.016 5400.37256 17202.5840 3881.72461 31426.4551 2983.36133 1083.58325 -17.0457783 51.2670822 -236.487000
2001000.00 131314.016 4447.55029 16929.6875 3747.99146 29195.0957 2928.91650 1000.21240 -17.0457783 55.0679855 -236.205612
2001200.00 131314.016 3904.50610 16953.0957 3777.19702 28207.7344 2879.95850 1076.82068 -17.0457783 54.8532829 -234.435516
2001400.00 131314.016 4308.86670 17082.0176 4014.97876 29348.8203 3077.33276 1119.07446 -17.0457783 52.8726120 -234.301300
2001600.00 131314.016 4687.56543 17014.9180 3752.56738 29744.5488 2905.21460 1028.91992 -17.0457783 54.0467377 -235.613846
2001800.00 131314.016 4543.54688 17039.1055 3494.37183 29234.7324 2728.47461 952.980286 -17.0457783 51.6408806 -238.723923
2002000.00 131314.016 4276.58496 17171.9941 3784.61084 29146.6094 2938.25391 1038.42322 -17.0457783 50.1406784 -242.206940
2002200.00 131314.016 4224.55908 16897.1035 3792.80737 28780.2812 2944.91992 1043.19958 -17.0457783 50.5328636 -245.844864
2002400.00 131314.016 3969.35815 16945.8613 3682.14429 28229.6445 2857.27905 1018.97662 -17.0457783 49.9960823 -244.107407
2002600.00 131314.016 4645.84375 16967.4805 3835.52100 29700.1660 2936.53052 1085.56079 -17.0457783 53.2865829 -239.856750
2002800.00 131314.016 3785.32397 16985.9805 3893.83716 28129.0156 3045.30908 1039.94812 -17.0457783 50.8825150 -242.302673
2003000.00 131314.016 4086.66943 17113.1211 3825.52222 28764.9434 3000.01855 1014.68561 -17.0457783 53.0121536 -242.194183
2003200.00 131314.016 4828.30127 16905.5586 3743.56812 29895.7109 2941.60327 991.382996 -17.0457783 51.6943321 -241.112610
2003400.00 131314.016 4669.44580 17139.0898 3884.81714 29966.2695 2998.02148 1076.77368 -17.0457783 48.7065582 -238.684647
2003600.00 131314.016 5186.87061 17085.9688 3918.37256 30937.6133 3053.15015 1055.43738 -17.0457783 48.1620979 -238.376938
2003800.00 131314.016 4862.37109 16906.8789 3873.43970 30092.1504 3038.43555 1018.64148 -17.0457783 52.5681839 -236.205505
2004000.00 131314.016 4665.77490 17023.1855 3801.95459 29760.4727 2939.89453 1045.36279 -17.0457783 54.2400894 -237.542953
2004200.00 131314.016 3871.30469 17291.3672 3862.01025 28567.2363 3046.31982 1002.33459 -17.0457783 52.3552322 -238.999527
2004400.00 131314.016 4274.74316 16891.2324 3849.74438 28927.4531 2984.06250 1054.22058 -17.0457783 50.7761765 -239.314865
2004600.00 131314.016 4634.14209 16848.3672 3743.18750 29466.3086 2958.70068 977.788879 -17.0457783 46.4758072 -239.778015
2004800.00 131314.016 3561.17334 17406.6777 3740.72607 27967.3379 2886.67773 1043.29517 -17.0457783 49.3296242 -238.576477
2005000.00 131314.016 3916.73022 17006.0254 3998.06104 28504.9395 3166.84009 1020.43488 -17.0457783 50.4828873 -239.696823
