Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
1900200.00 132302.453 2971.30127 17082.0312 3827.87817 26643.0215 3048.58838 959.922485 -16.9184265 54.8744469 -235.507034
1900400.00 132302.453 3617.22290 17126.8965 3514.27734 27620.5898 2759.98071 938.746155 -16.9184265 53.1214828 -237.570953
1900600.00 132302.453 3775.86890 16912.8242 3712.42896 27910.7754 2864.55322 1036.89380 -16.9184265 52.6298676 -241.648163
1900800.00 132302.453 4096.03516 17134.9785 3645.42871 28683.6895 2865.78247 968.136169 -16.9184265 55.5143089 -244.004303
1901000.00 132302.453 3975.06543 16697.3730 3668.57275 28035.8184 2912.94849 946.432922 -16.9184265 52.2307739 -243.039490
1901200.00 132302.453 3935.23486 16999.8145 3608.11279 28200.9473 2873.00537 919.189758 -16.9184265 56.2635880 -240.345840
1901400.00 132302.453 3947.06396 16941.6016 3876.92627 28434.3691 3094.45923 964.925781 -16.9184265 56.6489258 -239.107773
1901600.00 132302.453 3997.76514 16891.5527 3493.01758 28098.2402 2789.72461 881.150879 -16.9184265 60.0670853 -237.924988
1901800.00 132302.453 4847.10840 16975.0938 3638.86011 29966.4277 2852.05249 965.965454 -16.9184265 59.3048973 -238.462723
1902000.00 132302.453 4490.70361 16954.1836 3865.89331 29484.8711 3104.54102 945.066895 -16.9184265 54.9974136 -238.711746
1902200.00 132302.453 4677.15967 17057.2910 3481.07959 29562.9297 2766.09570 896.320679 -16.9184265 54.8249283 -236.161636
1902400.00 132302.453 4296.62012 16928.8359 3495.91870 28715.0625 2826.13623 855.652588 -16.9184265 52.9578667 -238.828110
1902600.00 132302.453 4093.32568 17106.0918 3717.49121 28721.6387 3011.51636 895.961792 -16.9184265 52.0844002 -242.071426
1902800.00 132302.453 3755.19751 16970.3184 3581.07666 27797.0312 2843.28662 933.901001 -16.9184265 49.2750778 -245.386246
1903000.00 132302.453 4841.18359 17038.0527 3731.96875 30111.0645 3034.26562 893.707092 -16.9184265 49.6233864 -245.627289
1903200.00 132302.453 4749.13330 17060.8691 3793.90869 30018.2109 3036.59741 955.112244 -16.9184265 46.4788818 -244.279587
1903400.00 132302.453 3853.01123 16961.4961 3591.53711 27987.4023 2868.01611 922.616089 -16.9184265 47.4310341 -246.525864
1903600.00 132302.453 4507.27979 17090.0547 3605.28271 29392.1133 2900.04858 911.043701 -16.9184265 44.3687286 -250.178284
1903800.00 132302.453 5163.38184 16998.4336 3809.75122 30770.9062 3000.03931 1011.88519 -16.9184265 46.1258469 -248.299377
1904000.00 132302.453 3434.86597 17231.4141 3694.48315 27553.4551 2977.00830 912.911072 -16.9184265 50.6414108 -246.077835
1904200.00 132302.453 3984.59790 16892.4766 3582.47144 28163.2129 2887.93164 885.523499 -16.9184265 52.2352028 -243.218964
1904400.00 132302.453 3147.45361 17014.3301 3866.83496 26954.1641 3132.46143 930.920166 -16.9184265 48.5031548 -245.049637
1904600.00 132302.453 4209.98340 17131.6406 3489.95020 28744.7363 2813.28101 872.250244 -16.9184265 50.8605728 -246.441772
1904800.00 132302.453 3358.09937 16952.5488 3642.71143 27074.6973 2971.17065 863.776184 -16.9184265 54.1413269 -246.376633
1905000.00 132302.453 5044.79297 16970.5312 3900.83008 30605.2676 3118.87524 976.373108 -16.9184265 52.7681351 -247.186295
1905200.00 132302.453 4431.84717 16867.7227 3616.90576 29035.8574 2905.05688 909.254639 -16.9184265 50.5340805 -247.939743
1905400.00 132302.453 3592.13330 17167.0742 3668.57861 27766.6582 2992.29785 873.890930 -16.9184265 51.0386505 -248.648758
1905600.00 132302.453 4007.32812 17013.7461 3792.36450 28538.2344 3093.14038 897.220947 -16.9184265 50.9239044 -248.920563
1905800.00 132302.453 4077.37549 16848.6758 3619.25439 28335.2090 2866.89478 948.073669 -16.9184265 51.0397263 -246.753647
1906000.00 132302.453 3850.12451 16708.0664 3776.35107 27913.2168 3044.70215 926.406677 -16.9184265 50.6957474 -245.453568
1906200.00 132302.453 3884.21802 17032.3008 3848.34790 28375.2305 3152.55811 889.829468 -16.9184265 50.7028618 -244.742554
1906400.00 132302.453 4430.95752 16773.3594 3678.29980 29001.1738 2888.99780 979.375793 -16.9184265 54.0541954 -244.127838
1906600.00 132302.453 4063.08032 17044.5527 3690.58398 28574.8320 2954.73291 924.651306 -16.9184265 55.1805992 -243.980927
1906800.00 132302.453 4339.88232 17060.1953 3666.66748 29100.6465 2919.19434 936.261292 -16.9184265 54.9445610 -243.732666
1907000.00 132302.453 5546.48193 17063.2227 3421.85425 31186.9902 2648.85669 964.722534 -16.9184265 52.3192787 -244.044174
1907200.00 132302.453 5510.24023 17451.9551 3561.02368 31644.9648 2839.23779 922.350037 -16.9184265 46.1107483 -246.674835
1907400.00 132302.453 3636.62964 17118.4609 3461.92456 27597.2461 2754.21582 909.974426 -16.9184265 42.9564209 -245.222153
1907600.00 132302.453 3049.80933 16852.4355 3680.92944 26417.9590 2941.02368 937.042175 -16.9184265 45.4842606 -242.620865
1907800.00 132302.453 3797.67139 17175.0430 3880.98145 28383.6152 3121.86792 947.277283 -16.9184265 52.6291275 -240.792816
1908000.00 132302.453 4226.26709 16994.9922 3872.12451 29021.6816 3103.34082 954.375732 -16.9184265 54.3405304 -239.932724
1908200.00 132302.453 4845.23926 16989.4316 3761.14697 30099.4453 2989.22412 964.219482 -16.9184265 48.6419754 -240.938812
1908400.00 132302.453 3914.53369 16991.3457 3872.34009 28416.7617 3111.65137 951.092712 -16.9184265 51.4345169 -241.838425
1908600.00 132302.453 4535.52930 17139.2812 3470.76025 29361.3242 2739.97192 919.053528 -16.9184265 53.7958755 -242.061234
1908800.00 132302.453 3313.46021 16989.1992 3685.87769 27068.3848 2948.03149 925.344910 -16.9184265 54.0567703 -241.555527
1909000.00 132302.453 4082.42163 17113.3535 3875.35083 28865.7188 3147.52197 913.553955 -16.9184265 54.4997330 -240.224976
1909200.00 132302.453 4704.40820 16920.2324 3619.28271 29616.6504 2885.35229 917.222351 -16.9184265 54.3217545 -237.613602
1909400.00 132302.453 3841.57471 17160.8613 3568.56104 28141.7227 2805.93628 945.485413 -16.9184265 52.8876305 -235.748444
1909600.00 132302.453 3731.00244 17334.0078 3732.74292 28265.7031 2959.35083 956.502258 -16.9184265 54.0952415 -237.205322
