Step Volume Press KinEng PotEng Enthalpy E_mol E_vdwl E_tail E_coul E_long 
1900200.00 127893.250 4064.62256 17082.0312 4110.87988 28774.2109 3048.58838 1245.28064 -17.5017014 54.0431175 -237.032288
1900400.00 127893.250 4725.31592 17126.8965 3789.06152 29729.5781 2759.98071 1215.89978 -17.5017014 52.2779083 -239.096985
1900600.00 127893.250 5013.23877 16912.8242 4025.80371 30289.2812 2864.55322 1352.67053 -17.5017014 51.7826157 -243.202896
1900800.00 127893.250 5265.48047 17134.9785 3939.67114 30895.7793 2865.78247 1264.83374 -17.5017014 54.6443367 -245.589401
1901000.00 127893.250 5054.81592 16697.3730 3936.88354 30062.4609 2912.94849 1217.23645 -17.5017014 51.3160553 -244.617416
1901200.00 127893.250 5043.93213 16999.8145 3878.63794 30286.3555 2873.00537 1192.12415 -17.5017014 55.4378548 -241.929337
1901400.00 127893.250 5048.95703 16941.6016 4147.65283 30506.5273 3094.45923 1238.02954 -17.5017014 55.8438263 -240.679977
1901600.00 127893.250 5051.95898 16891.5527 3753.34082 30067.7676 2789.72461 1143.81116 -17.5017014 59.2998886 -239.494629
1901800.00 127893.250 5982.92334 16975.0938 3913.72070 32048.1133 2852.05249 1243.13025 -17.5017014 58.5710793 -240.033356
1902000.00 127893.250 5577.02734 16954.1836 4129.86426 31486.2754 3104.54102 1211.37268 -17.5017014 54.2061424 -240.255325
1902200.00 127893.250 5770.93506 17057.2910 3742.79492 31563.9863 2766.09570 1160.38953 -17.5017014 54.0028915 -237.693268
1902400.00 127893.250 5337.84912 16928.8359 3743.86475 30628.8125 2826.13623 1105.97083 -17.5017014 52.1355133 -240.377975
1902600.00 127893.250 5196.29395 17106.0918 3986.90698 30785.0859 3011.51636 1167.77075 -17.5017014 51.2583351 -243.638367
1902800.00 127893.250 4840.78027 16970.3184 3850.44775 29849.7500 2843.28662 1205.76245 -17.5017014 48.3617287 -246.963211
1903000.00 127893.250 5891.77002 17038.0527 3980.35571 32007.6895 3034.26562 1144.63525 -17.5017014 48.6524582 -247.197632
1903200.00 127893.250 5851.69580 17060.8691 4061.64087 32037.0469 3036.59741 1225.36047 -17.5017014 45.4893913 -245.806366
1903400.00 127893.250 4937.86865 16961.4961 3858.36475 30029.9336 2868.01611 1191.95251 -17.5017014 46.4735756 -248.077255
1903600.00 127893.250 5574.76465 17090.0547 3859.74341 31347.8047 2900.04858 1168.17676 -17.5017014 43.2749100 -251.756836
1903800.00 127893.250 6333.11426 16998.4336 4093.29150 32904.1992 3000.03931 1298.12610 -17.5017014 45.0188103 -249.892776
1904000.00 127893.250 4452.70752 17231.4141 3949.31665 29485.8848 2977.00830 1170.27588 -17.5017014 49.7098236 -247.677490
1904200.00 127893.250 5010.59863 16892.4766 3831.16846 30069.3711 2887.93164 1136.71423 -17.5017014 51.3312988 -244.808746
1904400.00 127893.250 4215.58105 17014.3301 4138.04980 29015.2480 3132.46143 1204.69885 -17.5017014 47.5122757 -246.622803
1904600.00 127893.250 5242.15869 17131.6406 3739.86743 30649.1406 2813.28101 1124.73169 -17.5017014 49.8872948 -248.032639
1904800.00 127893.250 4331.44385 16952.5488 3884.30200 28915.8242 2971.17065 1107.86279 -17.5017014 53.2622261 -247.993607
1905000.00 127893.250 6200.36816 16970.5312 4179.45898 32714.8672 3118.87524 1257.55896 -17.5017014 51.8389015 -248.814346
1905200.00 127893.250 5504.03662 16867.7227 3879.18530 31012.9922 2905.05688 1174.08606 -17.5017014 49.6060257 -249.563568
1905400.00 127893.250 4604.58447 17167.0742 3918.92432 29674.4316 2992.29785 1126.82874 -17.5017014 50.0765228 -250.278702
1905600.00 127893.250 5050.51758 17013.7461 4046.66162 30480.5938 3093.14038 1154.11096 -17.5017014 49.9644775 -250.554245
1905800.00 127893.250 5185.98633 16848.6758 3897.41895 30418.9551 2866.89478 1228.78967 -17.5017014 50.1106606 -248.376266
1906000.00 127893.250 4915.82666 16708.0664 4038.51636 29915.5430 3044.70215 1191.09167 -17.5017014 49.7775116 -247.054977
1906200.00 127893.250 4949.61768 17032.3008 4108.24365 30372.5312 3152.55811 1152.23181 -17.5017014 49.7707214 -246.316833
1906400.00 127893.250 5567.33398 16773.3594 3954.22778 31111.7344 2888.99780 1257.77283 -17.5017014 53.1504059 -245.693085
1906600.00 127893.250 5178.55713 17044.5527 3959.85278 30663.4082 2954.73291 1196.33606 -17.5017014 54.3377457 -245.553787
1906800.00 127893.250 5444.41016 17060.1953 3938.21411 31153.2793 2919.19434 1210.25085 -17.5017014 54.0731506 -245.304245
1907000.00 127893.250 6717.31445 17063.2227 3696.62158 33288.9258 2648.85669 1241.98096 -17.5017014 51.3880272 -245.604156
1907200.00 127893.250 6646.20752 17451.9551 3828.22681 33676.6328 2839.23779 1192.16138 -17.5017014 45.0385132 -248.210800
1907400.00 127893.250 4708.75244 17118.4609 3729.14185 29630.3301 2754.21582 1179.84302 -17.5017014 41.8246803 -246.741669
1907600.00 127893.250 4111.80566 16852.4355 3954.66333 28476.4062 2941.02368 1213.38550 -17.5017014 44.3891983 -244.135147
1907800.00 127893.250 4887.14307 17175.0430 4153.60791 30444.1094 3121.86792 1222.37866 -17.5017014 51.6938057 -242.332657
1908000.00 127893.250 5347.84521 16994.9922 4147.09131 31116.8418 3103.34082 1231.81226 -17.5017014 53.4222641 -241.484146
1908200.00 127893.250 5996.43115 16989.4316 4043.11670 32217.0430 2989.22412 1248.68970 -17.5017014 47.6750679 -242.472351
1908400.00 127893.250 5057.54736 16991.3457 4152.96387 30577.6074 3111.65137 1234.13135 -17.5017014 50.5456238 -243.364136
1908600.00 127893.250 5623.19287 17139.2812 3731.99170 31359.6074 2739.97192 1182.70215 -17.5017014 52.9277534 -243.610291
1908800.00 127893.250 4354.30176 16989.1992 3949.61768 29060.4258 2948.03149 1191.50586 -17.5017014 53.1914482 -243.111145
1909000.00 127893.250 5200.78418 17113.3535 4148.97119 30962.7852 3147.52197 1189.56665 -17.5017014 53.6712875 -241.788986
1909200.00 127893.250 5835.56299 16920.2324 3889.92944 31694.6074 2885.35229 1190.28015 -17.5017014 53.4452171 -239.148209
1909400.00 127893.250 4921.10352 17160.8613 3833.18945 30172.8535 2805.93628 1212.51941 -17.5017014 51.9866791 -237.252899
1909600.00 127893.250 4857.80957 17334.0078 4015.74756 30410.5039 2959.35083 1241.94592 -17.5017014 53.1842232 -238.733414
1909800.00 127893.250 4332.13232 17037.4727 4098.32764 29216.0566 3027.83911 1260.23950 -17.5017014 51.4865837 -241.237839
1910000.00 127893.250 5674.83252 17067.0059 3787.52930 31439.1855 2797.48193 1180.13196 -17.5017014 52.7447548 -242.829147
1910200.00 127893.250 5598.67676 17152.2773 4041.60229 31636.4863 3010.50171 1219.67896 -17.5017014 52.3355598 -240.914032
1910400.00 127893.250 4715.95410 16975.8848 4006.65112 29778.6953 3035.48779 1163.34509 -17.5017014 50.6232643 -242.805008
1910600.00 127893.250 5135.30127 17073.6484 3738.64478 30390.6152 2771.22852 1156.78430 -17.5017014 53.7873535 -243.155518
